mood_score,stress_level,energy_level,sleep_hours,sleep_quality,focus_level,motivation_level,restlessness_level,work_study_pressure,physical_activity_minutes,hydration_cups,social_withdrawal,burnout_score,burnout_risk,stress_score,stress_class,mood_wellbeing_score,mood_class
1,5,2,6.3,1,5,4,3,2,113,1,1,62.65,moderate,42.28,mild,63.67,neutral
4,2,1,7.6,5,3,1,1,3,92,11,1,22.36,low,15.03,low,41.14,neutral
5,4,4,7.2,5,3,4,5,2,48,1,3,44.58,mild,35.77,mild,69.27,good
5,5,5,7.1,3,4,2,5,4,99,11,5,50.57,moderate,80.38,high,43.78,neutral
2,3,1,6.7,4,4,1,3,5,110,1,1,47.07,moderate,58.32,moderate,45.32,neutral
1,5,2,8.2,4,3,2,1,3,105,0,5,59.12,moderate,34.49,mild,52.11,neutral
5,1,5,6.4,1,3,2,4,2,56,0,5,42.89,mild,50.98,moderate,57.01,neutral
5,5,1,4.2,2,2,4,3,4,26,10,3,57.39,moderate,75.41,high,21.13,low
3,3,5,7.8,3,4,4,4,3,20,4,3,41.1,mild,56.92,moderate,72.81,good
5,2,5,5.3,3,4,4,1,5,100,5,5,40.12,mild,62.66,moderate,60.24,neutral
1,1,1,4.4,2,3,1,3,2,88,10,4,56.83,moderate,48.41,mild,29.92,low
4,4,1,5.0,1,4,5,2,3,85,3,3,45.79,moderate,40.09,mild,48.57,neutral
1,3,4,7.3,5,1,3,5,3,5,7,2,50.08,moderate,52.72,moderate,58.65,neutral
5,2,1,6.6,4,3,1,2,5,116,3,5,37.37,mild,71.77,high,19.02,low
4,2,3,3.0,4,5,5,5,1,13,0,2,30.94,mild,28.32,low,66.93,good
5,5,1,6.1,3,4,4,5,4,70,12,2,46.0,moderate,62.42,moderate,36.87,low
3,3,3,8.9,3,4,1,3,5,113,4,5,55.94,moderate,81.21,high,37.71,low
1,1,2,6.0,3,5,3,1,2,29,11,3,26.38,mild,20.93,low,55.31,neutral
1,2,4,6.5,3,4,5,2,3,62,5,4,39.09,mild,40.63,mild,73.53,good
2,1,5,8.7,4,4,4,1,2,101,11,5,34.23,mild,14.98,low,71.06,good
4,4,3,8.2,5,3,1,4,3,32,2,4,60.02,moderate,52.85,moderate,43.95,neutral
1,5,4,8.6,4,5,4,4,5,12,7,1,44.93,mild,47.79,mild,80.16,good
5,5,4,2.5,4,4,1,2,2,58,4,4,45.87,moderate,22.01,low,58.66,neutral
2,4,5,9.9,1,3,2,4,2,96,12,3,62.91,moderate,47.18,mild,52.91,neutral
3,4,2,7.9,3,1,1,3,3,69,4,1,62.72,moderate,49.59,mild,30.97,low
2,3,2,11.0,5,5,4,5,3,53,10,1,42.36,mild,30.0,mild,59.65,neutral
3,4,2,5.4,2,2,5,1,4,77,6,5,52.97,moderate,46.26,mild,58.55,neutral
3,1,4,3.6,3,2,1,1,1,6,5,1,37.92,mild,28.97,low,55.36,neutral
1,3,5,6.8,2,1,4,5,5,42,9,3,43.39,mild,83.59,high,49.42,neutral
3,3,2,6.3,1,2,2,2,4,106,8,5,63.62,moderate,58.41,moderate,28.75,low
4,1,1,8.0,4,1,4,5,5,46,6,5,57.48,moderate,78.0,high,36.03,low
5,3,4,8.7,2,1,1,5,3,116,0,5,51.45,moderate,89.78,high,17.79,low
2,4,3,6.6,3,1,2,1,3,66,0,4,46.3,moderate,56.64,moderate,39.7,low
5,2,2,6.4,3,2,2,3,2,113,7,3,50.25,moderate,41.99,mild,54.88,neutral
5,3,1,7.7,5,4,5,4,5,75,0,2,41.1,mild,61.7,moderate,67.99,good
5,2,5,6.3,5,5,1,1,1,50,7,5,25.84,mild,13.22,low,72.15,good
2,2,5,6.2,3,2,3,5,3,111,11,3,34.32,mild,46.34,mild,61.07,neutral
5,1,4,8.7,1,3,1,1,2,32,10,2,18.38,low,17.05,low,41.89,neutral
3,2,3,9.1,3,5,3,1,4,47,9,5,42.87,mild,36.66,mild,58.83,neutral
1,5,2,8.8,5,4,4,3,5,87,3,2,68.76,moderate,36.63,mild,53.58,neutral
2,5,3,6.5,3,5,4,2,4,105,8,1,40.44,mild,41.72,mild,60.95,neutral
4,4,1,2.9,3,3,1,4,1,23,2,4,62.79,moderate,41.05,mild,23.77,low
1,4,2,6.5,4,1,4,2,2,120,11,3,41.27,mild,40.11,mild,63.46,neutral
3,4,3,5.4,3,1,2,2,1,52,1,4,48.45,moderate,40.7,mild,38.66,low
4,3,3,6.6,3,4,4,5,3,41,7,4,40.69,mild,64.31,moderate,63.63,neutral
1,3,1,5.6,3,1,5,1,1,15,6,4,56.28,moderate,22.5,low,44.8,neutral
3,4,5,6.8,5,3,1,3,4,3,0,2,31.26,mild,49.39,mild,53.88,neutral
2,4,2,4.9,3,2,2,1,3,67,2,2,69.99,moderate,31.52,mild,42.37,neutral
3,3,3,4.5,2,5,5,1,2,73,9,2,35.05,mild,34.24,mild,61.36,neutral
2,3,3,9.0,3,5,1,2,5,11,7,5,66.14,moderate,69.17,moderate,46.07,neutral
5,3,3,5.1,4,3,2,2,4,109,2,4,51.32,moderate,57.78,moderate,45.41,neutral
1,2,5,6.8,5,3,3,3,4,65,1,2,46.52,moderate,43.15,mild,64.84,neutral
5,2,4,8.5,5,2,5,3,2,6,8,5,43.78,mild,44.88,mild,65.38,good
4,1,5,8.4,4,4,2,1,2,101,8,4,15.0,low,10.3,low,85.27,good
5,3,2,8.2,4,2,2,1,3,23,5,3,42.04,mild,19.42,low,41.73,neutral
5,4,2,7.3,3,4,4,1,4,81,0,5,35.42,mild,49.56,mild,50.89,neutral
1,4,3,8.1,2,5,1,4,5,81,0,5,66.67,moderate,83.34,high,40.23,neutral
5,5,3,9.3,3,1,2,5,4,98,1,3,69.16,moderate,63.12,moderate,24.27,low
3,1,2,7.6,4,2,2,1,1,97,0,1,38.14,mild,13.31,low,58.57,neutral
5,4,3,3.5,3,2,3,1,5,119,7,3,50.83,moderate,65.06,moderate,44.46,neutral
5,4,1,5.8,2,5,3,4,2,10,5,2,38.04,mild,36.49,mild,31.93,low
3,3,3,8.1,1,4,2,4,1,44,2,4,48.32,moderate,41.01,mild,38.01,low
2,2,4,5.7,1,1,2,4,3,44,7,1,45.43,moderate,69.22,moderate,27.24,low
1,2,3,9.7,3,2,5,1,3,45,9,3,39.27,mild,42.88,mild,61.4,neutral
1,4,5,6.7,4,4,5,5,1,28,2,3,48.25,moderate,36.44,mild,76.4,good
2,5,5,7.0,4,5,5,4,2,28,8,2,43.7,mild,23.05,low,79.77,good
5,4,5,8.8,5,3,4,1,2,116,1,4,36.71,mild,23.53,low,83.09,good
3,3,1,6.5,4,1,3,1,3,108,7,3,46.02,moderate,35.2,mild,37.85,low
3,4,5,7.1,1,1,2,4,4,82,4,2,65.16,moderate,68.61,moderate,48.17,neutral
2,1,2,8.4,5,1,1,4,4,67,1,5,53.76,moderate,59.23,moderate,35.82,low
3,4,3,4.1,5,1,3,4,1,57,10,3,49.53,moderate,39.3,mild,54.24,neutral
4,1,3,6.3,5,3,3,3,1,82,2,1,14.78,low,11.32,low,69.5,good
5,5,2,8.3,3,2,4,3,4,104,10,4,37.31,mild,61.03,moderate,30.49,low
4,5,5,6.9,2,2,1,4,5,51,4,2,47.02,moderate,69.78,moderate,43.82,neutral
4,3,4,9.4,5,4,5,1,1,65,8,4,26.2,mild,5.49,low,89.54,good
5,2,5,4.0,1,3,1,2,2,110,9,4,33.02,mild,31.68,mild,54.13,neutral
3,4,5,3.8,4,4,2,1,1,110,5,4,29.01,mild,29.6,low,69.55,good
5,4,3,8.2,5,3,2,5,3,27,8,5,44.4,mild,61.96,moderate,44.12,neutral
2,4,4,8.4,5,2,5,4,2,28,5,4,48.14,moderate,35.36,mild,68.67,good
1,3,3,6.5,3,5,4,4,1,24,7,2,44.74,mild,34.91,mild,78.98,good
3,2,3,7.5,5,3,1,3,5,3,2,5,48.57,moderate,49.78,mild,41.76,neutral
1,1,4,8.1,5,5,5,5,4,84,5,3,33.05,mild,49.3,mild,64.78,neutral
1,2,4,5.3,5,1,4,5,3,51,1,4,46.73,moderate,56.64,moderate,62.66,neutral
5,3,5,5.5,2,5,1,4,4,3,5,2,48.62,moderate,56.06,moderate,48.29,neutral
4,3,4,7.1,4,4,4,5,2,24,0,5,36.57,mild,53.53,moderate,74.68,good
2,3,4,8.4,5,2,1,4,5,64,5,5,56.84,moderate,65.48,moderate,44.56,neutral
5,2,5,4.7,2,4,3,4,3,101,11,5,46.27,moderate,59.42,moderate,67.92,good
1,5,1,6.4,2,4,1,2,2,80,4,2,70.98,elevated,39.64,mild,40.06,neutral
2,2,4,6.4,2,5,1,5,3,64,6,5,48.67,moderate,62.51,moderate,50.25,neutral
4,5,2,7.6,2,2,3,1,3,22,11,4,51.56,moderate,39.35,mild,47.33,neutral
2,2,3,6.8,4,5,4,4,4,34,0,1,35.53,mild,47.91,mild,71.77,good
4,3,4,5.8,5,4,3,4,5,94,8,5,28.36,mild,73.46,high,53.2,neutral
5,4,2,9.0,1,2,2,1,2,93,6,3,58.81,moderate,50.17,moderate,23.35,low
1,2,5,5.8,2,2,3,4,4,105,4,3,46.75,moderate,57.6,moderate,43.86,neutral
1,2,3,6.3,5,2,1,1,1,63,3,2,47.65,moderate,2.16,low,58.85,neutral
5,2,2,3.9,3,3,1,3,2,33,7,5,47.33,moderate,58.39,moderate,14.96,low
3,5,2,5.5,2,5,1,5,3,60,5,1,73.78,elevated,50.97,moderate,35.13,low
3,1,3,7.7,4,5,1,1,3,108,5,2,32.63,mild,3.06,low,53.12,neutral
3,3,5,7.4,5,1,4,2,4,21,8,3,44.97,mild,40.11,mild,77.54,good
3,4,1,7.9,2,1,4,3,1,102,5,1,45.85,moderate,31.76,mild,38.06,low
4,4,3,7.8,3,1,1,5,5,120,10,2,50.13,moderate,74.22,high,21.3,low
3,3,5,10.6,4,4,3,2,3,99,3,4,42.97,mild,48.4,mild,81.28,good
1,1,3,5.5,5,2,3,1,3,79,9,3,23.61,low,25.19,low,57.01,neutral
4,1,3,3.9,3,4,1,1,4,49,7,5,38.76,mild,59.82,moderate,39.22,low
4,3,2,4.9,5,4,5,1,4,103,11,5,30.26,mild,44.19,mild,61.09,neutral
1,5,1,5.5,4,1,5,5,3,19,5,1,61.13,moderate,45.98,mild,46.29,neutral
2,1,4,5.0,3,4,4,4,3,91,3,2,42.72,mild,47.57,mild,62.35,neutral
4,5,5,7.0,3,4,5,3,2,48,5,5,44.05,mild,45.34,mild,74.63,good
4,4,3,9.1,4,5,3,5,3,60,8,5,46.76,moderate,55.2,moderate,67.1,good
1,1,3,9.6,1,4,5,5,2,56,5,1,44.43,mild,56.14,moderate,58.64,neutral
1,2,1,7.7,2,2,3,5,4,1,11,4,58.27,moderate,69.57,moderate,18.91,low
3,2,5,10.7,2,5,1,1,3,119,2,2,58.67,moderate,41.18,mild,51.79,neutral
3,5,5,6.2,5,2,1,1,2,80,4,5,51.5,moderate,25.72,low,60.84,neutral
5,3,5,3.9,5,5,5,4,3,72,12,3,25.03,mild,66.82,moderate,82.77,good
3,2,2,8.7,5,2,3,2,5,12,10,1,50.12,moderate,36.76,mild,44.3,neutral
5,2,4,3.5,1,5,4,1,3,94,0,2,43.46,mild,65.89,moderate,59.19,neutral
2,3,3,5.4,2,4,1,4,2,116,12,5,50.22,moderate,44.67,mild,38.58,low
3,1,2,7.7,2,3,3,2,3,98,5,4,27.8,mild,58.8,moderate,29.82,low
1,2,2,6.6,1,2,1,5,4,30,8,1,52.74,moderate,80.05,high,20.79,low
3,1,2,6.5,2,1,2,3,1,21,0,5,40.96,mild,38.59,mild,24.88,low
1,4,3,4.7,3,5,1,2,3,44,2,5,61.44,moderate,49.87,mild,51.48,neutral
3,4,1,6.8,5,5,2,5,1,2,9,3,34.92,mild,23.78,low,52.88,neutral
2,3,4,8.6,1,3,4,4,5,66,3,1,50.25,moderate,74.93,high,50.33,neutral
1,1,3,6.8,5,5,1,2,4,55,1,3,38.04,mild,37.08,mild,60.52,neutral
1,2,5,5.3,5,4,1,1,1,60,8,1,33.99,mild,3.77,low,86.71,good
3,5,2,4.6,1,2,4,3,3,119,2,2,69.99,moderate,55.76,moderate,48.9,neutral
5,2,1,5.3,2,5,1,4,5,79,11,2,53.1,moderate,69.98,moderate,14.01,low
1,1,2,7.5,3,4,3,5,5,50,2,4,65.99,moderate,64.37,moderate,32.91,low
3,1,5,7.4,5,3,5,1,1,94,0,4,24.13,low,5.88,low,84.89,good
2,5,2,5.4,4,1,4,3,2,44,5,1,59.64,moderate,47.33,mild,55.86,neutral
5,1,4,2.8,5,4,1,5,1,91,4,5,27.44,mild,46.86,mild,51.82,neutral
3,3,5,7.6,2,2,1,4,2,112,8,4,41.32,mild,41.42,mild,38.76,low
5,5,2,5.2,5,2,4,1,5,109,3,4,42.33,mild,43.56,mild,44.88,neutral
2,4,4,8.0,5,4,2,5,4,62,12,4,53.59,moderate,38.16,mild,57.64,neutral
1,3,2,5.4,3,5,3,4,2,56,5,4,56.02,moderate,51.92,moderate,55.83,neutral
3,2,2,5.0,1,1,3,3,2,48,9,4,60.45,moderate,65.14,moderate,19.81,low
4,1,2,7.1,2,5,3,4,4,64,9,2,37.53,mild,45.91,mild,40.14,neutral
5,1,4,11.0,1,2,3,4,3,113,11,4,50.71,moderate,77.07,high,26.34,low
5,5,5,8.1,5,3,1,2,3,105,6,5,52.38,moderate,56.44,moderate,39.62,low
5,1,2,7.0,2,5,1,4,3,73,2,4,29.79,mild,39.03,mild,37.13,low
4,1,2,7.4,4,2,1,2,5,34,6,3,37.53,mild,50.14,moderate,32.27,low
2,5,5,3.6,2,2,2,2,3,45,5,4,64.78,moderate,42.88,mild,51.13,neutral
3,3,3,4.8,5,5,5,3,4,29,7,5,37.05,mild,58.34,moderate,84.2,good
1,2,3,2.5,4,2,5,1,5,22,3,4,53.4,moderate,59.64,moderate,45.09,neutral
3,4,4,9.9,2,5,3,4,2,1,6,4,53.34,moderate,44.68,mild,42.61,neutral
2,3,1,9.5,3,2,1,3,4,93,12,5,65.46,moderate,67.6,moderate,8.76,low
1,5,5,7.5,1,4,1,4,5,89,8,2,64.5,moderate,64.99,moderate,24.79,low
2,3,2,7.0,1,3,5,1,2,21,12,2,35.52,mild,29.77,low,49.09,neutral
3,4,4,4.0,5,5,2,3,2,83,1,2,48.48,moderate,30.2,mild,74.66,good
2,5,3,6.4,5,3,5,3,1,20,8,2,47.36,moderate,15.96,low,77.62,good
5,3,4,10.0,5,3,3,1,4,33,0,4,31.61,mild,37.72,mild,72.22,good
3,2,4,7.0,4,3,5,3,4,31,2,3,24.67,low,49.48,mild,71.72,good
5,5,1,5.8,2,2,1,5,4,15,10,5,81.82,elevated,80.84,high,7.02,low
4,2,1,3.6,1,3,5,5,2,88,1,4,66.8,moderate,71.85,high,34.04,low
1,1,5,9.3,4,3,3,1,4,5,6,4,41.23,mild,49.95,mild,69.75,good
2,3,3,6.7,2,4,3,5,1,49,0,5,47.28,moderate,34.93,mild,36.51,low
4,5,2,3.6,1,1,3,3,4,59,3,5,82.94,elevated,92.6,high,0.0,low
3,1,1,5.1,1,3,2,1,3,69,1,1,49.5,moderate,42.8,mild,33.12,low
2,5,1,4.5,3,3,4,5,5,23,5,5,75.38,elevated,80.35,high,33.87,low
3,5,5,6.6,5,4,4,3,5,57,8,5,56.24,moderate,49.47,mild,84.8,good
5,5,5,7.2,2,4,5,5,3,96,8,2,33.44,mild,73.94,high,76.57,good
2,3,2,5.9,5,3,5,1,4,45,12,2,36.28,mild,56.58,moderate,67.47,good
1,2,2,8.2,2,1,3,1,5,114,1,3,60.36,moderate,79.04,high,28.25,low
2,3,3,6.9,4,2,4,5,2,52,5,5,50.45,moderate,55.16,moderate,45.76,neutral
5,1,1,8.7,2,2,5,2,1,93,6,4,35.96,mild,39.23,mild,44.01,neutral
4,5,3,6.2,4,2,1,3,3,13,1,3,67.54,moderate,60.73,moderate,46.89,neutral
5,4,4,11.0,2,4,3,4,2,103,1,2,33.76,mild,46.06,mild,61.71,neutral
5,3,5,5.8,4,3,4,5,4,58,4,5,41.29,mild,73.89,high,70.97,good
1,3,2,5.2,3,4,3,2,4,119,11,4,71.82,elevated,54.13,moderate,46.35,neutral
2,4,1,5.0,1,1,1,4,3,84,7,1,67.53,moderate,82.21,high,4.55,low
1,3,1,6.4,2,5,4,4,2,89,7,2,44.73,mild,53.88,moderate,57.78,neutral
1,5,2,3.7,2,3,3,4,3,17,7,5,57.97,moderate,66.01,moderate,44.06,neutral
5,5,4,7.3,3,2,4,3,3,68,10,4,46.01,moderate,65.58,moderate,58.23,neutral
5,5,1,3.4,2,2,1,1,1,89,7,3,64.26,moderate,33.25,mild,31.7,low
1,4,4,7.1,3,5,1,2,4,98,9,3,57.27,moderate,38.3,mild,56.01,neutral
4,4,3,4.4,5,4,4,3,2,45,4,1,30.79,mild,24.94,low,68.5,good
3,2,4,6.1,4,1,5,3,3,68,10,5,39.54,mild,56.82,moderate,59.17,neutral
1,1,3,7.9,2,5,4,1,5,20,0,4,43.51,mild,45.15,mild,48.97,neutral
5,3,1,10.9,4,1,5,4,1,52,4,3,45.42,moderate,38.89,mild,46.14,neutral
5,5,1,4.9,5,2,5,3,3,57,3,4,44.67,mild,35.13,mild,59.75,neutral
3,1,3,6.5,2,4,2,4,1,3,1,3,38.39,mild,30.88,mild,54.23,neutral
4,3,3,5.5,2,3,1,3,3,110,6,3,44.63,mild,55.67,moderate,39.47,low
2,1,5,5.2,1,3,3,2,2,77,11,1,19.39,low,48.97,mild,68.92,good
4,3,5,5.5,5,5,4,1,5,22,2,3,38.49,mild,48.78,mild,79.08,good
3,1,1,8.3,5,4,4,1,2,108,11,5,30.4,mild,26.29,low,48.86,neutral
5,4,2,5.9,3,5,3,3,4,83,11,1,48.29,moderate,32.08,mild,49.99,neutral
1,5,2,10.8,5,2,5,2,1,83,11,3,50.81,moderate,17.62,low,65.13,good
1,4,1,7.5,4,5,5,4,3,112,0,5,59.16,moderate,44.72,mild,61.16,neutral
5,4,1,5.0,5,2,3,4,5,48,12,3,64.98,moderate,75.61,high,39.09,low
2,2,1,6.1,5,5,3,2,4,42,5,1,54.59,moderate,26.98,low,62.83,neutral
2,3,3,5.4,5,3,1,4,2,74,7,5,58.93,moderate,33.26,mild,29.13,low
4,1,1,8.2,2,3,4,3,5,107,3,1,44.53,mild,75.28,high,30.12,low
1,2,1,3.9,4,1,4,5,5,98,6,3,55.66,moderate,74.79,high,30.27,low
3,3,1,4.4,1,5,5,5,3,95,7,1,51.04,moderate,49.36,mild,50.83,neutral
2,4,4,5.7,5,2,1,5,5,92,10,2,49.87,moderate,70.75,high,59.01,neutral
1,1,4,8.0,2,3,1,1,1,4,4,2,30.41,mild,20.94,low,43.18,neutral
5,5,5,9.0,3,1,4,3,2,59,1,2,59.62,moderate,39.67,mild,58.57,neutral
1,3,1,9.3,3,5,3,1,5,43,7,5,49.82,moderate,53.2,moderate,37.61,low
1,5,2,7.8,4,2,3,5,5,43,10,3,50.93,moderate,64.2,moderate,29.54,low
4,3,3,6.7,4,4,3,4,5,103,0,2,51.18,moderate,54.82,moderate,45.14,neutral
5,3,4,8.2,5,4,4,2,1,48,10,2,14.67,low,11.92,low,81.87,good
1,4,1,4.7,4,3,4,4,2,101,10,3,66.12,moderate,26.16,low,55.62,neutral
4,5,2,3.5,4,1,1,3,4,109,7,2,58.28,moderate,69.21,moderate,28.95,low
3,1,3,7.6,3,2,4,3,1,55,12,5,28.31,mild,25.82,low,47.37,neutral
5,3,1,5.0,3,4,3,3,5,20,5,2,60.27,moderate,52.49,moderate,35.93,low
1,1,2,6.7,5,3,3,5,5,84,1,4,40.85,mild,77.92,high,33.69,low
5,3,4,7.0,2,3,4,4,5,104,8,3,41.01,mild,77.51,high,58.86,neutral
4,5,3,7.2,4,2,4,3,5,49,7,2,53.75,moderate,59.82,moderate,63.77,neutral
5,5,3,8.5,2,3,2,4,2,23,11,3,46.42,moderate,33.9,mild,28.49,low
2,2,3,8.3,3,1,1,1,5,62,2,1,53.61,moderate,47.97,mild,34.33,low
5,2,5,7.2,2,3,1,2,2,118,2,3,31.44,mild,35.09,mild,45.52,neutral
4,3,3,6.0,2,1,5,1,1,62,8,4,42.36,mild,32.88,mild,57.25,neutral
1,2,3,7.0,5,4,2,5,2,54,4,3,58.05,moderate,49.16,mild,54.57,neutral
5,1,5,5.7,4,3,2,1,4,53,2,1,46.3,moderate,55.15,moderate,53.77,neutral
4,2,1,6.4,4,5,5,5,5,88,8,3,45.15,moderate,70.49,high,61.17,neutral
2,3,1,11.0,1,3,2,5,4,41,2,1,68.79,moderate,69.41,moderate,19.29,low
3,3,3,7.1,2,1,3,5,2,88,10,2,53.17,moderate,68.14,moderate,34.99,low
2,5,2,7.6,2,2,2,4,4,119,4,4,68.06,moderate,63.87,moderate,25.93,low
3,3,2,5.5,4,5,4,3,3,93,8,5,31.75,mild,20.94,low,51.29,neutral
5,2,1,8.6,5,5,3,5,3,112,7,5,37.57,mild,38.71,mild,45.53,neutral
5,4,5,8.2,2,1,3,5,2,95,7,3,53.71,moderate,38.9,mild,35.3,low
2,4,4,8.2,2,4,3,5,1,102,3,2,36.49,mild,37.29,mild,39.89,low
5,3,4,7.2,3,3,5,4,2,4,1,5,27.84,mild,47.43,mild,57.74,neutral
3,3,1,8.7,5,2,3,4,5,42,8,2,49.51,moderate,47.8,mild,31.99,low
4,2,2,9.1,2,3,3,4,3,33,5,3,48.98,moderate,50.66,moderate,23.94,low
4,5,4,7.3,2,5,5,5,1,104,12,1,55.96,moderate,21.52,low,70.77,good
3,5,3,6.6,3,1,1,3,2,27,11,2,52.48,moderate,41.96,mild,30.98,low
3,1,4,8.4,5,5,5,3,3,117,0,3,23.63,low,25.92,low,82.26,good
3,2,4,5.2,4,1,1,5,3,84,4,4,52.61,moderate,74.68,high,41.91,neutral
5,2,3,5.5,3,4,2,2,4,14,5,5,39.18,mild,55.58,moderate,58.7,neutral
2,5,4,6.7,4,1,1,4,3,82,4,1,59.85,moderate,64.37,moderate,45.93,neutral
2,1,2,3.7,1,1,3,1,1,41,9,3,43.73,mild,35.66,mild,28.88,low
2,2,1,8.3,4,1,5,3,3,35,4,5,71.42,elevated,73.72,high,47.83,neutral
1,2,5,5.1,1,5,2,1,1,120,1,1,43.23,mild,20.29,low,78.7,good
2,3,1,6.0,2,3,4,5,3,96,4,3,54.88,moderate,58.91,moderate,26.54,low
1,2,2,6.4,2,4,2,5,3,92,10,4,65.66,moderate,84.13,high,24.73,low
1,3,1,6.9,4,1,4,2,2,37,5,1,51.34,moderate,14.11,low,34.88,low
4,4,2,6.2,2,5,5,1,4,80,3,4,46.0,moderate,40.84,mild,53.48,neutral
1,5,2,6.7,2,5,4,4,4,41,10,3,61.07,moderate,43.94,mild,51.49,neutral
3,1,1,6.7,5,3,2,5,2,72,0,4,40.43,mild,28.38,low,49.62,neutral
4,1,3,6.0,3,5,5,2,3,48,5,4,16.77,low,21.06,low,76.13,good
4,1,5,5.4,4,1,1,5,3,73,1,1,25.68,mild,63.28,moderate,50.08,neutral
3,5,1,8.7,3,2,5,3,3,90,7,1,58.13,moderate,34.17,mild,47.62,neutral
1,4,5,3.0,4,1,5,3,3,38,11,2,53.71,moderate,51.21,moderate,74.38,good
5,3,3,6.4,4,1,4,2,2,1,5,2,43.06,mild,41.98,mild,61.1,neutral
5,4,3,6.0,4,5,4,2,1,11,12,2,22.41,low,18.84,low,85.43,good
4,3,3,7.6,5,3,2,2,1,109,11,5,25.19,mild,25.4,low,56.58,neutral
1,2,2,4.2,4,4,3,1,1,116,9,4,49.29,moderate,31.29,mild,60.84,neutral
1,3,1,5.9,2,5,1,2,5,83,2,2,60.59,moderate,69.33,moderate,24.73,low
2,4,3,6.6,1,4,2,2,1,12,0,4,59.95,moderate,22.33,low,46.66,neutral
1,1,5,8.7,5,2,3,1,5,70,1,1,36.33,mild,47.48,mild,65.7,good
5,4,3,7.4,2,2,2,2,5,52,4,1,64.19,moderate,56.23,moderate,26.48,low
2,3,3,4.7,2,1,4,1,2,28,5,1,55.17,moderate,35.66,mild,59.49,neutral
2,1,4,5.9,1,5,5,1,3,45,2,3,35.23,mild,26.24,low,82.16,good
5,2,2,8.4,3,5,3,4,2,95,12,4,39.9,mild,36.81,mild,50.45,neutral
5,3,1,4.6,3,3,2,1,2,120,9,3,42.26,mild,28.35,low,40.66,neutral
2,2,3,6.7,5,3,2,2,2,105,9,3,23.88,low,38.79,mild,63.64,neutral
2,2,5,6.8,4,5,3,4,2,24,8,1,32.39,mild,19.35,low,76.1,good
3,4,2,6.1,4,2,4,1,4,60,8,4,66.89,moderate,25.52,low,50.77,neutral
4,3,5,11.0,3,3,1,4,3,63,11,3,30.2,mild,57.67,moderate,48.01,neutral
5,3,5,6.1,5,5,3,1,1,35,5,5,25.56,mild,1.18,low,79.6,good
5,4,2,7.6,5,2,3,1,2,52,1,2,24.09,low,18.42,low,59.42,neutral
5,1,3,5.4,5,5,2,1,5,46,3,1,26.88,mild,41.68,mild,65.1,good
1,2,4,7.7,2,1,2,5,5,8,2,3,62.38,moderate,82.46,high,38.13,low
2,1,3,8.4,2,3,5,1,1,50,12,1,31.97,mild,15.72,low,67.97,good
3,5,4,5.7,1,3,3,1,3,44,7,1,53.18,moderate,39.79,mild,44.65,neutral
1,1,5,6.7,5,2,3,5,5,37,5,2,53.72,moderate,74.55,high,68.36,good
2,5,4,5.2,4,5,1,4,1,74,0,4,64.34,moderate,21.7,low,52.87,neutral
1,1,5,4.7,5,3,2,3,1,86,9,3,32.65,mild,33.53,mild,63.99,neutral
5,2,5,8.7,4,5,2,1,2,5,8,5,32.82,mild,15.09,low,67.74,good
1,4,5,5.8,3,2,2,2,2,41,10,1,47.03,moderate,38.94,mild,46.05,neutral
1,5,5,2.5,1,2,5,3,5,3,1,5,71.42,elevated,72.11,high,52.51,neutral
1,1,2,10.0,1,3,3,3,2,99,8,3,39.92,mild,55.33,moderate,43.2,neutral
1,2,1,5.4,4,3,5,3,2,112,4,3,56.86,moderate,36.82,mild,51.53,neutral
3,5,1,6.4,2,2,3,1,2,56,3,5,58.94,moderate,41.82,mild,43.96,neutral
2,2,2,9.8,2,2,4,5,2,114,2,3,34.14,mild,68.72,moderate,50.71,neutral
5,2,4,6.5,5,4,1,4,5,76,3,1,40.21,mild,45.89,mild,59.86,neutral
2,4,3,6.5,3,2,5,2,1,105,9,2,39.25,mild,26.55,low,49.77,neutral
3,1,3,4.6,5,4,4,5,3,114,0,5,37.46,mild,58.89,moderate,72.72,good
4,5,1,3.9,3,3,1,2,4,71,12,1,62.38,moderate,47.21,mild,26.35,low
4,5,4,6.5,5,5,4,1,1,53,12,5,30.03,mild,18.23,low,96.68,good
4,5,2,7.5,1,2,3,5,1,89,12,4,79.07,elevated,57.47,moderate,27.42,low
2,2,4,7.3,2,5,1,1,5,20,10,3,56.95,moderate,44.14,mild,46.13,neutral
3,1,1,5.9,1,3,5,1,2,35,4,2,41.6,mild,46.69,mild,48.47,neutral
5,3,2,6.8,1,1,3,4,2,66,5,5,53.44,moderate,68.8,moderate,19.04,low
5,2,1,3.5,5,4,4,2,2,24,1,1,42.77,mild,16.03,low,48.54,neutral
4,5,2,7.6,3,2,3,1,1,60,11,4,48.42,moderate,17.0,low,28.07,low
4,4,5,7.1,2,1,1,1,1,103,10,2,47.17,moderate,25.24,low,73.37,good
5,5,3,10.4,2,3,2,1,1,94,1,2,52.56,moderate,29.68,low,36.9,low
4,4,3,6.8,2,4,4,5,3,107,12,1,46.08,moderate,34.32,mild,41.01,neutral
5,4,2,5.1,1,2,2,4,3,104,0,3,68.01,moderate,59.56,moderate,29.33,low
1,1,2,6.7,5,4,5,5,2,40,9,1,29.42,mild,29.22,low,56.61,neutral
